id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
644,"Hey, je veux une liaison ferroviaire depuis La-Rochelle jusqu’à Avignon demain après-midi en première classe tu peux regarder ?",1,La Rochelle,Avignon,La-Rochelle,Avignon,44,55,64,71,1,403
645,"S'il te plaît, je veux un itinéraire clermont-ferrand - Lyon vendredi le plus rapide possible est-ce possible ?",1,Clermont-Ferrand,Lyon,clermont-ferrand,Lyon,37,53,56,60,1,89
646,Tu peux un billet de train Tous - aiX-eN-PROVeNce la semaine prochaine le plus rapide possible tu peux regarder ?,1,Tours,Aix-en-Provence,Tous,aiX-eN-PROVeNce,27,31,34,49,1,374
647,Peux-tu une liaison ferroviaire de Angers jusqu'à Nancy aujourd'hui en seconde est-ce possible ?,1,Angers,Nancy,Angers,Nancy,35,41,50,55,0,175
648,Je veux aller voir Paris.,0,,,,,-1,-1,-1,-1,0,-1
649,Je voudrais un billet depuis rennse jusqu’à La Rochelle demain matin le plus rapide possible est-ce possible ?,1,Rennes,La Rochelle,rennse,La Rochelle,29,35,44,55,1,8
650,Peux-tu un trajet de Toulouse vers STRASBOURG samedi matin sans correspondance ?,1,Toulouse,Strasbourg,Toulouse,STRASBOURG,21,29,35,45,1,63
651,Tu peux une correspondance de Besnçon à TOURS samedi matin pas trop cher stp.,1,Besançon,Tours,Besnçon,TOURS,30,37,40,45,1,125
652,Je souhaiterais un itinéraire depuis Clermont Ferrand jusqu’à Bordeaux ce soir ?,1,Clermont-Ferrand,Bordeaux,Clermont Ferrand,Bordeaux,37,53,62,70,1,181
653,Peux-tu un trajet de Marseille vers liLlE samedi matin sans correspondance ?,1,Marseille,Lille,Marseille,liLlE,21,30,36,41,1,63
654,Je veux un trajet pour aller à Angers depuis Perpignan dans 2 heures en seconde tu peux regarder ?,1,Perpignan,Angers,Perpignan,Angers,45,54,31,37,0,239
655,"Avec Lourdes, on discute de BESANCON.",0,,,,,-1,-1,-1,-1,0,-1
656,J'aimerais un itinéraire de Marseille à Limoges samedi matin pas trop cher ?,1,Marseille,Limoges,Marseille,Limoges,28,37,40,47,0,167
657,Je souhaiterais une liaison ferroviaire de Metz à le mAns demain matin Avec Troyes je voyage.,1,Metz,Le Mans,Metz,le mAns,43,47,50,57,1,75
658,Je veux aller voir Troyes.,0,,,,,-1,-1,-1,-1,0,-1
659,"Bonjour, je veux un itinéraire depuis Aix en Provence jusqu’à Avignon aujourd'hui le plus rapide possible est-ce possible ?",1,Aix-en-Provence,Avignon,Aix en Provence,Avignon,38,53,62,69,1,11
660,Peux-tu un trajet de pOrT-bOueT jusqu'à avignon aujourd'hui sans correspondance ?,1,Port-Boulet,Avignon,pOrT-bOueT,avignon,21,31,40,47,1,91
661,"Hey, je veux un train depuis Bordeaux jusqu’à Dijon aujourd'hui s'il te plaît.",1,Bordeaux,Dijon,Bordeaux,Dijon,29,37,46,51,0,149
662,J’ai besoin de un billet de Reims jusque Nice samedi matin en première classe tu peux regarder ?,1,Reims,Nice,Reims,Nice,28,33,41,45,0,366
663,Je voudrais une liaison ferroviaire Avignon → Saint-Etienen vendredi pas trop cher stp. Je dois rejoindre Milan avant de partir.,1,Avignon,Saint-Étienne,Avignon,Saint-Etienen,36,43,46,59,1,49
664,Je cherche une correspondance de Strasbourg jusque Paris vendredi en seconde,1,Strasbourg,Paris,Strasbourg,Paris,33,43,51,56,0,231
665,"Hey, je veux une correspondance pour aller à saINT-etieNne depuis Saint-Mal dans 2 heures sans correspondance tu peux regarder ?",1,Saint-Malo,Saint-Étienne,Saint-Mal,saINT-etieNne,66,75,45,58,1,325
666,Je souhaiterais une liaison ferroviaire pour aller à Angers depuis Bordeaxu la semaine prochaine pas trop cher ?,1,Bordeaux,Angers,Bordeaxu,Angers,67,75,53,59,1,351
667,"S'il te plaît, je veux une liaison ferroviaire de Rennes jusqu'à Le-Mans demain matin le plus rapide possible s'il te plaît.",1,Rennes,Le Mans,Rennes,Le-Mans,50,56,65,72,1,71
668,"Hey, je veux un trajet de SAINT-MALO jusque Brest demain après-midi",1,Saint-Malo,Brest,SAINT-MALO,Brest,26,36,44,49,1,377
669,Tu peux un itinéraire de ANGERS jusque Nancy demain matin le plus rapide possible est-ce possible ?,1,Angers,Nancy,ANGERS,Nancy,25,31,39,44,1,137
670,"Salut, je voudrais un trajet pour aller à Pau depuis besançon en première classe tu peux regarder ? Je dois rejoindre Troyes avant de partir.",1,Besançon,Pau,besançon,Pau,53,61,42,45,1,188
671,"Avec Lourdes, on discute de Besançon.",0,,,,,-1,-1,-1,-1,0,-1
672,"Bonjour, je veux un voyage de Pau jusqu'à Rennes aujourd'hui pas trop cher s'il te plaît.",1,Pau,Rennes,Pau,Rennes,30,33,42,48,0,234
673,Je souhaiterais un itinéraire depuis Clermont-Ferrand jusqu’à PORT-BOULET ce soir ?,1,Clermont-Ferrand,Port-Boulet,Clermont-Ferrand,PORT-BOULET,37,53,62,73,1,181
674,Tu peux un trajet depuis Nantes jusqu’à Montpellier vendredi le plus rapide possible ?,1,Nantes,Montpellier,Nantes,Montpellier,25,31,40,51,0,124
675,Je voudrais une correspondance au départ de Orléans pour Limoges samedi matin le plus rapide possible est-ce possible ?,1,Orléans,Limoges,Orléans,Limoges,44,51,57,64,0,360
676,J’ai besoin de un trajet BresT - Nice demain après-midi sans correspondance ?,1,Brest,Nice,BresT,Nice,25,30,33,37,1,1
677,Je voudrais un train en partant de boRdEaUx pour aller à Pau ce soir stp.,1,Bordeaux,Pau,boRdEaUx,Pau,35,43,57,60,1,196
678,"Salut, je voudrais un train de Clermont-Ferrand jusque aint-Malo demain le plus rapide possible stp.",1,Clermont-Ferrand,Saint-Malo,Clermont-Ferrand,aint-Malo,31,47,55,64,1,256
679,Je souhaiterais un billet de Metz vers NANTES aujourd'hui en première classe ? Avec Milan je voyage.,1,Metz,Nantes,Metz,NANTES,29,33,39,45,1,50
680,Je souhaiterais un voyage depuis Lyon jusqu’à Port Buolet demain le plus rapide possible stp.,1,Lyon,Port-Boulet,Lyon,Port Buolet,33,37,46,57,1,303
681,Tu peux une correspondance de Paris jusque Marseille samedi matin en seconde tu peux regarder ?,1,Paris,Marseille,Paris,Marseille,30,35,43,52,0,25
682,J’ai besoin de une correspondance en partant de Lyon pour aller à Nates demain après-midi le plus rapide possible tu peux regarder ?,1,Lyon,Nantes,Lyon,Nates,48,52,66,71,1,46
683,Je souhaiterais un billet de train pour aller à Bordeaux depuis MARSEILLE samedi matin est-ce possible ? Avec Paris je voyage.,1,Marseille,Bordeaux,MARSEILLE,Bordeaux,64,73,48,56,1,248
684,Tu peux un train entre La Rochelle et Bordeaux dans 2 heures pas trop cher stp.,1,La Rochelle,Bordeaux,La Rochelle,Bordeaux,23,34,38,46,0,82
685,J’ai besoin de une liaison ferroviaire entre STrasbouRg et Lile ce soir en seconde,1,Strasbourg,Lille,STrasbouRg,Lile,45,55,59,63,1,419
686,Je veux une pizza à Strasbourg.,0,,,,,-1,-1,-1,-1,0,-1
687,"S'il te plaît, je veux un train au départ de SAIN MALO pour tuors samedi matin sans correspondance s'il te plaît.",1,Saint-Malo,Tours,SAIN MALO,tuors,45,54,60,65,1,267
688,Je cherche une liaison ferroviaire de Bordeaux jusqu'à Metz demain matin pas trop cher ?,1,Bordeaux,Metz,Bordeaux,Metz,38,46,55,59,0,204
689,"Hey, je veux un train au départ de Reims pour nice samedi matin avec une correspondance",1,Reims,Nice,Reims,nice,35,40,46,50,1,347
690,J'aimerais un train au départ de Tours pour Strasbourg aujourd'hui en seconde est-ce possible ?,1,Tours,Strasbourg,Tours,Strasbourg,33,38,44,54,0,88
691,Je veux aller à Nice (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
692,Peux-tu un billet de MontpeLlier vers pau dans 2 heures en première classe ?,1,Montpellier,Pau,MontpeLlier,pau,21,32,38,41,1,168
693,J'aime bien Bordeaux.,0,,,,,-1,-1,-1,-1,0,-1
694,J'aimerais une correspondance de Lyon vers Nice demain matin,1,Lyon,Nice,Lyon,Nice,33,37,43,47,0,378
695,J'aimerais un billet de train entre LILLE et NANCY demain matin sans correspondance ?,1,Lille,Nancy,LILLE,NANCY,36,41,45,50,1,264
696,Je voudrais un train de Besacnon vers Reims demain matin tu peux regarder ?,1,Besançon,Reims,Besacnon,Reims,24,32,38,43,1,392
697,Raconte-moi l'histoire de Perpignan.,0,,,,,-1,-1,-1,-1,0,-1
698,"Bonjour, je veux un trajet Besançon → Angers stp. Je vais voir mon ami Florence.",1,Besançon,Angers,Besançon,Angers,27,35,38,44,0,339
699,Quel temps fait-il à Pau aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
700,J'aimerais un itinéraire Aix en Provence → Port-Boulet sans correspondance s'il te plaît.,1,Aix-en-Provence,Port-Boulet,Aix en Provence,Port-Boulet,25,40,43,54,1,80
701,Je voudrais un itinéraire entre Lyon et Grenoble vendredi le plus rapide possible,1,Lyon,Grenoble,Lyon,Grenoble,32,36,40,48,0,100
702,"Bonjour, je veux un trajet Lille → Toulouse ce soir pas trop cher",1,Lille,Toulouse,Lille,Toulouse,27,32,35,43,0,390
703,Je veux aller à Orléans (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
704,"Hey, je veux un itinéraire en partant de Perpignan pour aller à Aix-en-Provence sans correspondance Je dois rejoindre Orange avant de partir.",1,Perpignan,Aix-en-Provence,Perpignan,Aix-en-Provence,41,50,64,79,0,116
705,"Salut, je voudrais un trajet au départ de PERPIGNAN pour rgenoble la semaine prochaine en seconde s'il te plaît.",1,Perpignan,Grenoble,PERPIGNAN,rgenoble,42,51,57,65,1,147
706,"Avec Milan, on discute de dijon.",0,,,,,-1,-1,-1,-1,0,-1
707,"Hey, je veux une liaison ferroviaire au départ de Port-Boulet pour PAU dans 2 heures le plus rapide possible",1,Port-Boulet,Pau,Port-Boulet,PAU,50,61,67,70,1,342
708,Tu peux un train entre Montpellier et Nice vendredi en seconde ?,1,Montpellier,Nice,Montpellier,Nice,23,34,38,42,0,95
709,Peux-tu un train en partant de Brest pour aller à Clermont-Ferrand samedi matin sans correspondance tu peux regarder ?,1,Brest,Clermont-Ferrand,Brest,Clermont-Ferrand,31,36,50,66,0,375
710,Peux-tu un train de Nancy vers Saint-Malo demain après-midi en première classe ?,1,Nancy,Saint-Malo,Nancy,Saint-Malo,20,25,31,41,0,16
711,T'as des nouvelles de Milan ?,0,,,,,-1,-1,-1,-1,0,-1
712,"S'il te plaît, je veux un trajet Toulouse - CLERMONT-FERRAND ce soir en seconde stp.",1,Toulouse,Clermont-Ferrand,Toulouse,CLERMONT-FERRAND,33,41,44,60,1,83
713,"Salut, je voudrais un trajet pour aller à Avignon depuis Strasbourg en première classe tu peux regarder ? Je dois rejoindre Troyes avant de partir.",1,Strasbourg,Avignon,Strasbourg,Avignon,57,67,42,49,0,188
714,Je souhaiterais un trajet NANTES - Orléans le plus rapide possible Je dois rejoindre Paris avant de partir.,1,Nantes,Orléans,NANTES,Orléans,26,32,35,42,1,230
715,J’ai besoin de un billet de train de PAU jusqu'à bordeaux demain matin en seconde,1,Pau,Bordeaux,PAU,bordeaux,37,40,49,57,1,99
716,Je souhaiterais un train au départ de Nancy pour Limoges ce soir en première classe,1,Nancy,Limoges,Nancy,Limoges,38,43,49,56,0,12
717,"Bonjour, je veux un voyage de toLOuse vers Nancy demain matin sans correspondance est-ce possible ?",1,Toulouse,Nancy,toLOuse,Nancy,30,37,43,48,1,198
718,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
719,Raconte-moi l'histoire de Grenoble.,0,,,,,-1,-1,-1,-1,0,-1
720,Je voudrais un itinéraire en partant de PARIS pour aller à Nice demain pas trop cher est-ce possible ?,1,Paris,Nice,PARIS,Nice,40,45,59,63,1,225
721,Raconte-moi l'histoire de Clermont-Ferrand.,0,,,,,-1,-1,-1,-1,0,-1
722,"Salut, je voudrais un voyage en partant de Avignon pour aller à Lyon aujourd'hui en première classe",1,Avignon,Lyon,Avignon,Lyon,43,50,64,68,0,287
723,J'aimerais un billet depuis Nice jusqu’à Nancy ce soir le plus rapide possible,1,Nice,Nancy,Nice,Nancy,28,32,41,46,0,209
724,Tu peux un train pour aller à Nice depuis Nantes dans 2 heures sans correspondance ?,1,Nantes,Nice,Nantes,Nice,42,48,30,34,0,127
725,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
726,J’ai besoin de une liaison ferroviaire Metz → Clermont Ferrand ce soir sans correspondance stp.,1,Metz,Clermont-Ferrand,Metz,Clermont Ferrand,39,43,46,62,1,246
727,Je veux aller voir Lourdes.,0,,,,,-1,-1,-1,-1,0,-1
728,Je veux un trajet depuis Tours jusqu’à Lyon le plus rapide possible s'il te plaît.,1,Tours,Lyon,Tours,Lyon,25,30,39,43,0,208
729,"Bonjour, je veux un itinéraire LILLE - Avignon la semaine prochaine le plus rapide possible est-ce possible ?",1,Lille,Avignon,LILLE,Avignon,31,36,39,46,1,283
730,"Hey, je veux un billet entre Strasbourg et Aix-en-Provence vendredi pas trop cher stp.",1,Strasbourg,Aix-en-Provence,Strasbourg,Aix-en-Provence,29,39,43,58,0,197
731,"Bonjour, je veux un voyage Le-Mans - Llle ce soir sans correspondance s'il te plaît.",1,Le Mans,Lille,Le-Mans,Llle,27,34,37,41,1,15
732,"Bonjour, je veux un itinéraire Aix-en-Provence - Nantes la semaine prochaine le plus rapide possible est-ce possible ?",1,Aix-en-Provence,Nantes,Aix-en-Provence,Nantes,31,46,49,55,0,283
733,Je veux un voyage de Metz jusque Caen dans 2 heures Je dois rejoindre Dieppe avant de partir.,1,Metz,Caen,Metz,Caen,21,25,33,37,0,240
734,"Salut, je voudrais un itinéraire pau → Reims aujourd'hui le plus rapide possible",1,Pau,Reims,pau,Reims,33,36,39,44,1,304
735,J'aime bien lyon.,0,,,,,-1,-1,-1,-1,0,-1
736,Je voudrais un train de GRENOBLE à Nantes le plus rapide possible Je vais voir mon ami Milan.,1,Grenoble,Nantes,GRENOBLE,Nantes,24,32,35,41,1,314
737,Tu peux un train entre Dijon et Rennes dans 2 heures pas trop cher stp.,1,Dijon,Rennes,Dijon,Rennes,23,28,32,38,0,82
738,Peux-tu une correspondance en partant de Limoges pour aller à reims demain après-midi est-ce possible ?,1,Limoges,Reims,Limoges,reims,41,48,62,67,1,160
739,"Salut, je voudrais un train de Bordeaux jusque Grenoble la semaine prochaine Je dois rejoindre Paris avant de partir.",1,Bordeaux,Grenoble,Bordeaux,Grenoble,31,39,47,55,0,54
740,Tu peux un itinéraire pour aller à Orléans depuis Reims stp.,1,Reims,Orléans,Reims,Orléans,50,55,35,42,0,152
741,Je veux une liaison ferroviaire Reism - Dijon ce soir avec une correspondance ?,1,Reims,Dijon,Reism,Dijon,32,37,40,45,1,291
742,"Hey, je veux un trajet depuis Grenoble jusqu’à Saint Étienne ce soir le plus rapide possible",1,Grenoble,Saint-Étienne,Grenoble,Saint Étienne,30,38,47,60,1,131
743,Je voudrais une liaison ferroviaire GRENOBLE → Avignon vendredi sans correspondance,1,Grenoble,Avignon,GRENOBLE,Avignon,36,44,47,54,1,237
744,Je voudrais un billet de train Orleans → dijon dans 2 heures en première classe ? Je vais voir mon ami Paris.,1,Orléans,Dijon,Orleans,dijon,31,38,41,46,1,52
745,J'aimerais une correspondance de Caen jusqu'à Nnates samedi matin tu peux regarder ?,1,Caen,Nantes,Caen,Nnates,33,37,46,52,1,84
746,Tu peux une correspondance de Lille à besAnCON samedi matin pas trop cher stp.,1,Lille,Besançon,Lille,besAnCON,30,35,38,46,1,125
747,Je souhaiterais un itinéraire de Monpellier jusque clErmOnt-ferraNd le plus rapide possible est-ce possible ?,1,Montpellier,Clermont-Ferrand,Monpellier,clErmOnt-ferraNd,33,43,51,67,1,394
748,Peux-tu un trajet de lioMGes jusqu'à Paris la semaine prochaine en seconde est-ce possible ?,1,Limoges,Paris,lioMGes,Paris,21,28,37,42,1,185
749,Je veux une pizza à bordeaux.,0,,,,,-1,-1,-1,-1,0,-1
750,Je voudrais un itinéraire de Besançon jusque Angers samedi matin sans correspondance,1,Besançon,Angers,Besançon,Angers,29,37,45,51,0,172
751,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
752,Je veux une pizza à Dijon.,0,,,,,-1,-1,-1,-1,0,-1
753,Je cherche un itinéraire en partant de Port Boulet pour aller à Aix en Provence en première classe tu peux regarder ?,1,Port-Boulet,Aix-en-Provence,Port Boulet,Aix en Provence,39,50,64,79,1,279
754,Je veux aller voir Milan.,0,,,,,-1,-1,-1,-1,0,-1
755,Je cherche une correspondance de LIMOGES jusque Saint-Étienne vendredi en seconde,1,Limoges,Saint-Étienne,LIMOGES,Saint-Étienne,33,40,48,61,1,231
756,Je souhaiterais un trajet Saint Etienne - Aix-en-Provence en première classe ?,1,Saint-Étienne,Aix-en-Provence,Saint Etienne,Aix-en-Provence,26,39,42,57,1,305
757,"Salut, je voudrais un billet de Limoges à Saint-Etienne demain en première classe tu peux regarder ?",1,Limoges,Saint-Étienne,Limoges,Saint-Etienne,32,39,42,55,1,68
758,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
759,"Salut, je voudrais un billet de train en partant de Grenoble pour aller à Lille demain pas trop cher",1,Grenoble,Lille,Grenoble,Lille,52,60,74,79,0,57
760,J'aimerais un billet entre Strasbourg et ORLEANS demain après-midi en seconde stp.,1,Strasbourg,Orléans,Strasbourg,ORLEANS,27,37,41,48,1,301
761,"Salut, je voudrais un voyage depuis reiMs jusqu’à Saint-Étienne demain après-midi le plus rapide possible",1,Reims,Saint-Étienne,reiMs,Saint-Étienne,36,41,50,63,1,97
762,J'aimerais une correspondance de Paris jusqu'à avignon samedi matin tu peux regarder ?,1,Paris,Avignon,Paris,avignon,33,38,47,54,1,84
763,"Salut, je voudrais un billet de train Saint-tÉienne → Limoges ce soir tu peux regarder ?",1,Saint-Étienne,Limoges,Saint-tÉienne,Limoges,38,51,54,61,1,332
764,Je voudrais un billet de Nancy jusqu'à Limoges demain après-midi le plus rapide possible Je vais voir mon ami Orange.,1,Nancy,Limoges,Nancy,Limoges,25,30,39,46,0,369
765,Je souhaiterais une correspondance au départ de La Rochelle pour nantes dans 2 heures s'il te plaît. Je dois rejoindre Florence avant de partir.,1,La Rochelle,Nantes,La Rochelle,nantes,48,59,65,71,1,370
766,T'as des nouvelles de Troyes ?,0,,,,,-1,-1,-1,-1,0,-1
767,Peux-tu un voyage de Nice vers Marseille dans 2 heures avec une correspondance tu peux regarder ?,1,Nice,Marseille,Nice,Marseille,21,25,31,40,0,9
768,Tu peux une correspondance de Strasbourg vers Bordeaux demain avec une correspondance tu peux regarder ?,1,Strasbourg,Bordeaux,Strasbourg,Bordeaux,30,40,46,54,0,226
769,Raconte-moi l'histoire de Lyon.,0,,,,,-1,-1,-1,-1,0,-1
770,"Bonjour, je veux un itinéraire Lille - nICe s'il te plaît. Je dois rejoindre Albert avant de partir.",1,Lille,Nice,Lille,nICe,31,36,39,43,1,227
771,Peux-tu un itinéraire de PORT-BOULET jusqu'à Le Mans la semaine prochaine en première classe Avec Florence je voyage.,1,Port-Boulet,Le Mans,PORT-BOULET,Le Mans,25,36,45,52,1,311
772,Tu peux un billet de train Saint-Malo - Angers la semaine prochaine le plus rapide possible tu peux regarder ?,1,Saint-Malo,Angers,Saint-Malo,Angers,27,37,40,46,0,374
773,"Salut, je voudrais un trajet pour aller à poRT-BoulEt depuis ngers en première classe tu peux regarder ? Je dois rejoindre Dieppe avant de partir.",1,Angers,Port-Boulet,ngers,poRT-BoulEt,61,66,42,53,1,188
774,Tu peux un billet depuis Bordeaux jusqu’à La-Rochelle dans 2 heures s'il te plaît.,1,Bordeaux,La Rochelle,Bordeaux,La-Rochelle,25,33,42,53,1,150
775,Tu peux un itinéraire en partant de Avignon pour aller à arseille demain matin avec une correspondance tu peux regarder ?,1,Avignon,Marseille,Avignon,arseille,36,43,57,65,1,350
776,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
777,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
778,Je veux un billet au départ de Rennes pour Nancy demain avec une correspondance ?,1,Rennes,Nancy,Rennes,Nancy,31,37,43,48,0,222
779,Peux-tu un train pour aller à Brest depuis Marseille demain avec une correspondance s'il te plaît.,1,Marseille,Brest,Marseille,Brest,43,52,30,35,0,132
780,Je souhaiterais un billet de train pour aller à Perpignan depuis NANCY samedi matin est-ce possible ? Avec Albert je voyage.,1,Nancy,Perpignan,NANCY,Perpignan,65,70,48,57,1,248
781,Je voudrais une correspondance depuis Nancy jusqu’à Toulouse demain matin sans correspondance stp.,1,Nancy,Toulouse,Nancy,Toulouse,38,43,52,60,0,104
782,Je cherche un billet de train au départ de brest pour Strasborg demain en seconde ?,1,Brest,Strasbourg,brest,Strasborg,43,48,54,63,1,166
783,J’ai besoin de un train depuis Metz jusqu’à La-Rochelle vendredi pas trop cher,1,Metz,La Rochelle,Metz,La-Rochelle,31,35,44,55,1,344
784,"Bonjour, je veux un billet au départ de STRASBOURG pour La Rochelle vendredi est-ce possible ?",1,Strasbourg,La Rochelle,STRASBOURG,La Rochelle,40,50,56,67,1,412
